words,sentiment_coefficient
glamourngel1,-48.37976072302278
Listen,-59.4181079804817
NeoMarshall,-50.036229796117325
Itschristy,-54.77150341295648
Watin,-51.51478990459647
ham,-50.919606417632224
metuchizzy,-53.9797179417261
2days,-56.299955804198596
crashing,-49.670550585048446
economy,-57.20260005076866
gradually,-53.37922491814521
joor,-52.82857259648446
pple,-52.907407054723905
bankwithv,-52.35554876801011
processed,-50.30525766131722
showed,-56.954478957941255
Ewawunmi,-52.926555929409275
tcoxNUBa79l8R,-42.36953614555575
UmehIfeanyi19,-35.87416618103779
chatted,-53.42145376858688
capital,-56.36351373766796
JuanitaChisom,-44.70340231335451
deep,-50.94088931127345
fairmoneyng,-27.37422558821301
Jay,-53.45182140425622
Business,-53.4102495492446
talented,-53.807466569862335
wear,-50.59227722663427
Bad,-48.11122490452756
helpful,-56.36450309038893
Updated,-53.77033743328864
cydm,-30.723223262427563
misterade5,-39.165030086371985
hurt,-53.5194455284321
confidence,-54.65265268891738
EidMubarak,-53.49471540107421
Android,-58.355297895606675
Lisabekee,-44.626320840509514
description,-52.03435108481131
ajepintos,-55.175861370968796
Rest,-48.43941738574419
Astarlifemusic,-38.254095977560034
19amp,-53.832401405336284
KeehNee,-53.49906535614513
Collins,-53.55600915060657
Debit,-56.518781149783756
justice,-53.63726471385785
ABEG,-50.236224957478235
items,-51.44671293075802
noti,-39.90795510190464
bulk,-50.3693711191161
blackyboygeorge,-51.20650843423571
13,-50.688214563665554
Iamdaddygo,-49.6671521998865
recognize,-58.704867622765384
2months,-55.4975549083938
Stream,-52.30948028203264
W,-38.53895912384023
truth,-55.926896776305085
acting,-51.29584602855885
agreement,-53.43689323711474
Canadahricm,-48.295599297226325
depositing,-48.7901375551593
appI,-50.732850233555396
N500,-52.399419268471995
Atm,-53.12628318469362
ladipoe,-49.35235788277353
clearly,-52.60636726008792
BoluBillie,-55.6671714639003
incompetent,-51.1670024293876
Kayddiamond,-51.94293828890632
N1000,-52.03144747651395
BensonSophia5,-45.59291877396509
Verve,-54.189841112803336
xnood,-51.26943724220936
thousand,-55.99543138614561
startup,-48.14972029799023
someday,-52.99488143341025
WhatsappBanking,-43.73960535009386
1000407821,-44.54382936272338
Opening,-51.957325852289365
digit,-52.17227429406141
exhausted,-52.020247480733616
Stop,-53.72645602308648
“create,-45.50211434055689
quality,-55.20564879836088
regarding,-48.28426784595858
iCONic,-49.68588351197831
blast,-56.30573469409764
MutualTrustMfb,-42.450484280777545
fbnmortgagesltd,-38.191961981894416
Brand,-52.84365108622153
courtesy,-55.490923717904955
sight,-56.66010293633095
short,-50.47187081571114
turnaround,-38.03962489123348
participating,-52.719003916175744
OlaniranEmmanu9,-49.90403954017874
menu,-39.9592394353971
beyond,-52.02185135151543
bae,-53.57885565150872
hardvance,-55.167984175800285
sleeping,-54.111341928440815
sends,-57.784842779506214
GTBank,-54.51323674884238
she’s,-55.90218569555515
Fr,-63.438492049016055
completely,-54.0996924927744
invited,-55.16709141665317
Friendly,-52.01472089746775
tough,-58.017004645004064
opeadeoye,-52.298609954868006
Stan,-58.150471905192276
disturbing,-52.83264129747842
noted,-55.540631344944835
strength,-54.532239598827736
withdrawals,-52.91956288416989
NnennaUgwueze,-48.4251445622706
ass,-53.67341423350953
dan,-58.35462343858207
vBank,-56.95068525298601
VBankPictureTagUs,-50.49122059704004
angry,-60.712169624156495
Boom,-51.41824136692789
Food,-52.8986292962495
fgs,-50.26598929271128
receiver,-51.5806938463309
Rhowze5,-54.59637956367609
members,-54.51103075199973
on,-50.27972344458526
remembering,-48.541567099027255
chandnilish,-51.48942475358772
slimtallyohme,-51.18314956424067
campus,-52.029587649969315
fat,-57.93521516376494
tbh,-51.21248636655676
Only01Charlie,-52.59206097544271
electricity,-51.699106092623936
wema,-48.28739366013508
clownofgotham,-43.88413130010631
private,-52.229345762355365
force,-56.896600096207365
police,-58.10097728050718
Beautiful,-53.00538204308978
atleast,-55.266894484835184
wash,-54.75355455461144
meant,-52.65648242420532
limited,-59.19299571365449
pained,-53.945186625960005
theyve,-53.55128470132971
FirstLove04,-53.32466427285185
Excellent,-50.146211112329645
Bye,-53.4005006236781
UchePOkoye,-45.96143504366505
oladapop,-50.39673358434252
ignoring,-46.367368922966804
train,-54.47682895209646
drink,-48.897271082261355
abiding,-45.0224033399321
eligible,-52.413322152904755
timeline,-55.1105889069474
LordRex2,-50.0157810951714
TL,-58.543558559120946
uses,-55.875985088028855
Anyways,-53.792065205464695
reflected,-50.488841920099205
247,-49.098866775243074
warn,-53.91915966738334
EduardoNero,-49.93294702819335
YEMTOP,-50.895015543059614
uninstall,-54.331259918752714
war,-52.19652312090049
played,-49.656707403136046
1yr,-39.044871754157086
Special,-53.06404456458226
Exactly,-50.70931836427747
difficulty,-52.03532592260098
faster,-52.12731249052352
Bestkidofficail,-50.50055635924344
anybody,-55.01923583988358
okoro,-34.057843896384824
offend,-50.44923506671656
impressed,-54.65295423870882
breakfast,-55.543166615767504
omoobaokin,-49.194183798901044
Akpo,-31.36634115128158
William,-36.02382006184709
removed,-57.19353186961826
install,-55.0838756050389
G,-52.006301442415214
Abegapp,-45.6624677972572
Problem,-56.61834069823463
Whatever,-53.65360521606353
School,-61.65561183468418
walahi,-49.935227476860994
bruh,-51.2177176994464
1003628654,-31.999728462968214
apart,-52.457303111415946
WorldCarlito,-51.727803403979415
signing,-55.57975904701305
master,-54.87808274519237
ADominics,-40.49785832253847
inability,-49.757389563851724
opeyemiblow,-49.40828230293816
todays,-52.01392028815034
perfectly,-63.882128939473304
Next,-51.77945767660557
Hmm,-49.67368033085646
efforts,-53.54209742320327
allowed,-53.65509222453834
fresh,-52.675806681577555
fill,-55.38968469377371
UZYL3,-51.543344905486556
concluded,-38.399373794048806
El,-56.61142388479374
Kristiene5,-51.974586051426336
22,-52.30437162915871
speaking,-53.7568332276708
charlschukwuka,-51.77572724813736
fcmbhelp,-48.927637501268826
dun,-51.782869774692706
implementation,-39.23931275695439
task,-53.08782163524025
African,-55.288352511737294
DavidHundeyin,-47.79843210996325
vhicralph,-52.64506941662515
secured,-56.220905928256194
N50000,-46.50683994829355
cooking,-55.97075316047626
promises,-56.43131593954329
valuable,-50.725664276519154
stole,-53.330559243568494
hesitate,-54.38613609396624
TeddyRossz,-54.57487488209674
UI,-55.190402652738584
disappointed,-49.00773347280577
leonardjunior7,-48.111256621739464
breaking,-55.588938836786525
stolen,-51.42707328499031
chartered,-52.22479357671387
1hr,-50.079920798965006
Winners,-60.88054815973272
thread,-41.344246701164856
Datbardmus,-39.96261897434511
alaganoni,-41.532527230892754
Alert,-49.79481526838239
ordinary,-54.64637373404954
moyosorecashogi,-48.56459997791322
25th,-44.174990700607324
reject,-52.956577687317214
BUSINESS,-35.61483634877927
training,-56.95810441807465
Carry,-55.017109913572675
6months,-48.820999002774144
Alexanderzito,-51.34582087065592
wella,-52.58185260833769
AnukamW,-48.05894153192094
registering,-49.53506422328283
Tgraffiti,-47.53519161972086
darkhumorrrrr,-44.42091808532053
muhammedsalisu,-56.57528723275868
madness,-54.66845033044424
2m,-52.053169929437615
bourdilon,-51.455413139596736
whereas,-52.42268450374484
confused,-50.964685073595845
reconfirm,-45.267228988110304
Emmabestlive,-48.92500249124695
baking,-50.32829422117405
felt,-54.855989007656916
tonongo,-41.79310639423979
Mo,-58.751446764955155
knocking,-41.72373125184578
Africa,-55.189424242096045
Asides,-44.47636292876733
adebolaeagle,-39.27563388618502
uncle,-55.66484697004588
1002903437,-53.7813855190723
Landofun,-42.51729250357367
tiomoide,-41.78295438725961
Walahi,-51.38686370578846
Nekieneka,-55.03130369460724
sweets,-46.246154318396655
ikechukwuKillz,-17.533515589783743
avanita,-47.393123064891256
idrisopemi,-50.16137620451815
detty,-57.01923192552642
replies,-55.97649402700277
initial,-52.63612688542218
toward,-44.67189342923731
kingdon,-36.61036798138256
cam14uche,-40.609641982192535
suggest,-54.66017522198732
2years,-54.27336656690775
boyfriend,-49.18065351156603
BBNaija,-53.41075715062268
RThobykov,-27.265068772543103
strategy,-55.93199653360907
aktogbaskey,-48.26643107295592
previous,-57.92842459426611
Mail,-52.551681556203015
Bonjour,-50.0361420449267
coupon,-51.03440142500236
02,-36.260094591147336
branches,-52.73334802796746
Going,-56.562529003623105
cvrtxll0,-52.465275887570805
Jaybeepictures,-51.32375888969749
Arena,-35.65589608884367
mark,-38.308185460025456
Akamss,-54.539604370218846
subscribers,-54.32958441999624
loose,-50.963039755601365
focus,-54.36746233346205
implore,-49.672375505822465
Alabereoosha,-48.03944878208092
uncletension,-39.41545551011218
SaintShegs,-40.81111536109579
thegreateunice,-39.05309407020587
outstanding,-54.865922049671724
biemerdav,-41.03245307965625
crew,-54.78081961892007
iamdjsync,-47.83724150444953
fraudulent,-57.04448523417775
disappeared,-52.29052800949516
EmmanuelAt24,-32.018648727007985
Tems,-36.86469334302785
Sisilewa,-49.1511295497758
State,-49.94869537436631
tco9uCrfuvNVE,-48.43522576073765
gee,-54.882591249069456
bed,-52.84717879722952
Emeka,-48.8014242529785
vbankbad,-23.330541464358692
SmartoSneh,-50.298003654414195
kee,-52.451933332424346
pranked,-48.124773729390675
guarantor,-56.54972196162077
Wizkid,-54.76742183220107
maximum,-46.57249941532965
ChinazaObi7,-46.27766509285211
nigeria,-52.2010391283047
Hes,-54.70361019473283
iamSenAkanni,-50.989277003210816
til,-55.98532870146043
ooyeboade,-49.621829975939704
You’ll,-55.13047168056685
bottle,-56.508486039795585
promote,-53.59925765097385
month’s,-50.05473746447436
Infact,-48.56129635181694
dreams,-50.30691965245028
18,-46.59244425469982
MrAbazie,-51.26590570632183
impressive,-54.91319721097276
CONCERT,-37.96748863872073
recharging,-51.2405086560073
Reason,-51.75384281163378
thingy,-40.96616470459059
tobyshang,-48.260348968794524
iCONsfest,-43.10082791653547
witness,-51.48161161529226
ppl,-48.92721357451514
Increase,-53.12863508000035
shitty,-53.89821655741001
Indeed,-55.13880325944341
inconveniences,-54.859306291047986
amongst,-54.98257550446242
amemmyley,-40.56794316044667
feliciaoodo,-47.92851518695814
sender,-49.61104011361503
activation,-51.7585348820517
holder,-53.81165314394924
independence,-54.37364959176348
sponsoring,-47.62247366606878
nii,-54.71421691148273
runs,-50.00672748758759
LIVE,-39.66800182538864
peterdumkwu,-46.35819531319223
2million,-53.7697620029408
Teach,-55.283759299247706
clean,-59.2333283428458
wide,-50.031447531941474
ORIJIN,-38.745538804683996
Seems,-55.89460136236592
“,-37.98253121142506
shouts,-44.22184862016739
MICROFINANCE,-50.27746314155468
duty,-47.35170914086084
ft,-58.39766858402907
yusufchu,-50.49555446787596
dark,-47.47730499487294
middle,-48.82982123132024
key,-52.837366665890706
patronise,-53.080843382528045
isexcel,-48.85261092341041
temjoshezzy,-44.96165202380537
changes,-55.070958750011044
Concert,-45.478794963030246
sugarrush125,-51.37180340640546
exam,-53.1263233566081
color,-53.73333840048268
seven,-50.03230500304105
clarifications,-53.352309131710214
ehhh,-52.95986028576717
MopelolaLove1,-51.35327979881665
Months,-54.06959554032635
AlausaAdeleke,-44.11168090302006
iamichaelarch,-49.79490819972079
2000,-54.74749149422517
national,-57.32796962390891
creative,-50.49699346351468
Graceundiluted,-51.48667584628066
iHoex,-39.97170593189738
fineboydami,-42.47220072587696
Care,-53.57285987527737
JoprixDesigns,-51.222456390849985
ogechicalista1,-51.58979688971151
Input,-38.71045605112624
treating,-53.17183012333254
bouqueenEmpire,-51.36058849793238
lawsondamiete,-48.0782493974371
ODoubleA,-56.00162298888779
Supreme1ne,-46.30838232573919
AGiftForMama,-44.94058168649295
automatically,-52.008891774366596
staying,-51.3174985528311
embarrassment,-54.66222403947927
bambiala,-47.19088055551938
2018,-52.301217970710695
Tomtizzy12,-49.541567802983735
possibly,-57.38301513773238
recognition,-55.70487829212398
becos,-52.5831192972837
blame,-55.128049671485144
thru,-58.62990236333748
released,-56.72805297772027
Jaytodworld,-48.390620555991646
places,-54.49200126302426
BoySpyce,-50.03875639260375
Ehn,-52.666716322498274
Kids,-54.88728006165698
random,-53.31923261501331
Vbanks,-53.344501152977024
1000565626,-47.73438859564732
Dvado,-54.54641764630792
UncleMohamz,-44.8472176147307
epp,-51.96714664683933
9530574e08a9445,-41.56933530724388
slaymama69,-50.57578260625641
purpose,-54.73289357517509
Catch,-52.3434364656766
unlock,-53.97583611220205
Artist,-55.065595427930106
dnt,-54.655850431719806
appropriate,-53.42048232222878
sit,-52.98553655966856
Something,-51.82536551432552
exams,-56.54603443653082
dad,-52.91971659041909
generation,-54.90365108308354
energy,-53.44289129843018
BlackGirlUpdate,-49.56318188407599
indeed,-58.05396747158613
surprised,-51.46398829259032
TeeSleek,-52.86606865589589
praying,-52.10013011272108
festive,-49.929911662407115
owning,-32.35225174794036
Baddest,-43.5804414607119
Jems,-42.699002389778244
biogas,-36.230818060774354
excuses,-54.94153988778447
weda,-57.736595094666434
plant,-39.629784921991266
Anon,-48.35083659152696
ds,-57.322256248006035
unlike,-49.20299953649087
barely,-54.207989470525824
Icon,-52.362116273921345
shollykingin06,-53.47328663700527
ovahub,-33.49544575407273
sch,-50.70247358834432
acren,-39.08438232179714
town,-53.54780572050088
promising,-52.49710886853339
reiterate,-40.658670898481546
VBANKNG,-46.047412010454295
Age,-52.37041785765995
compulsory,-35.62852038286445
Soo,-50.481675537395596
subsequent,-47.947512420395384
FLASH,-34.17441816790236
200K,-31.848395557550504
heshe,-51.86730585827334
pere,-53.11555042326954
transparency,-56.929701424101715
dahroyhan,-50.827187000438684
rewarding,-60.061836848627244
draw,-51.05196237836285
80k,-47.49013081604439
WhatAreYouSavingFor,-50.32384345983748
brands,-50.68682100857853
prevent,-40.64890469911105
rough,-55.95221002117835
Hello​​,-45.86978504631192
hes,-51.86929928256603
7th,-51.416430579222556
realekenG,-45.246528212197674
Sewage,-35.45945554466933
Digester,-40.86349469291173
Tuesday,-50.39172062473352
imn20002005,-48.42842389648032
sewing,-53.47130521061396
crave,-44.394080561443715
foundation,-45.64035635366718
smh,-53.65740458895564
Charges,-56.114555853403544
lodge,-49.4720648669433
Smart,-53.34685392150312
neighbor,-50.65385990665802
google,-54.96513202150005
clarification,-50.266492992760206
weezyscott,-48.16556801168554
tryna,-51.33750078397964
Call,-46.97273757349335
OLAKUNLETEMITO,-55.22874748831142
IgbuduJustice,-42.84166280654711
internet,-50.02611038431788
quazeemolami1,-50.768842416445295
cook,-50.87119771486451
incomplete,-53.927872030279566
WeekendMood,-52.36337683145259
struggle,-52.824506820919396
initiating,-46.408168633800116
enemies,-51.35785963698901
Iamscanty,-51.81626922309019
1005370115,-52.06328679436151
l,-50.113209159474366
o…,-52.464452741463155
gate,-58.626534803659474
occur,-50.22639876014267
football,-56.18866116301764
Ladipoe,-55.69538772010113
carried,-58.22215621973841
Davidbanksz,-51.9977896143669
‘s,-49.84465633202617
personally,-49.380890250911335
hence,-54.453006484871935
deductions,-57.806439127455874
navigate,-52.27176570733062
“V,-46.72645920268752
analysis,-57.301076406971625
ckayyo,-40.292379482398545
UpgradewithVbank,-48.686689700565815
keystonebankng,-51.90100943706198
reposted,-40.5666827013219
wnt,-54.124910503792556
celebration,-53.510609043973744
iamdivinelee,-47.27866031222521
hotel,-50.951962745023046
passed,-53.80561371309153
finextlordh,-51.97508026872533
condition,-55.97316667796122
30BGTAILOR,-48.613763982335996
commot,-54.97853258092635
Tolacino,-52.13549120493121
lo,-50.72988039169026
jams,-65.64039889713541
directives,-48.40805399330186
court,-45.386299679599595
whereby,-51.7121316343503
certificate,-57.937647795664674
pussy,-51.0779086966563
kere,-49.55110545969342
Belbeljum,-45.540951921294344
ItsHawal,-49.0385022970239
haba,-51.03780623315807
leanbash,-53.81804519831079
Omoooo,-51.11061230975785
chai,-53.523897015484465
dump,-58.205776669830435
rap,-51.0993440304181
iamosonducben,-51.40243457167949
Olamilekan,-41.893600335893055
bah,-52.59592882261454
num,-57.39396836760612
tcoFAiyN5YfVi,-37.80875385881766
uptill,-51.931332879664005
1001076598,-51.05747769567051
CYDM,-5.461313329414232
jollof,-52.9933253598504
Gud,-46.41197594722344
Ebenezkey1,-52.477424134312514
PRND23L,-51.49814133707772
OyWonderz,-49.83052065849533
ifeanyiidu,-47.54817691489132
BWFA,-51.475678994511284
tagging,-48.259608156794165
scroll,-46.50569953371982
referal,-54.05381556054488
finatrustmfb,-37.605892918883775
Paramountsmart,-45.19953972280005
KCultureWithNne,-39.984430065189194
Homecoming,-47.44964917791955
spread,-51.60948843614745
kick,-53.39161406781869
kweenevol,-49.00917213127273
HolarFolarin,-48.91460138002515
yeencahy,-48.61262796927533
santislim,-35.58553293774442
pressure,-55.308711908498445
constant,-52.51016942517523
Image,-38.66810826401381
Profile,-37.7875727722214
famous,-53.29706763345638
Everytime,-54.09678409799931
Grace,-53.58518297910824
baff,-46.09481675488786
Bolanles,-49.78969033818796
iSmooth,-37.93195537546286
blushing,-46.738055027114555
clothes,-58.539850613307095
WEMA,-55.12572227759861
5million,-50.48166901305577
Two,-50.78101886732955
photography,-50.57415872174492
Somebody,-52.66797398327579
assistant,-49.39230200053741
Joyese8,-47.30347557045169
prospehruhtee,-53.65359675079942
bomalawson,-44.59681554289373
Childrens,-51.75957829669247
KingErefitei,-53.254072555967376
positively,-54.743617836009584
handled,-51.63920518637936
misstolah,-53.1340652136429
refresh,-51.385200193214445
invitation,-55.532606301392
tcoLCi3qFeixd,-44.71864523974021
Run,-49.66411867101502
frm,-52.92983725796196
KryptOlympus,-40.65722695476248
SodeeqBashiru,-43.89899486481792
celebrations,-49.15334715604111
Softcutwears,-48.742401778034065
kon,-55.95386022287629
Say,-57.8104819605972
generous,-53.04993867007917
User,-51.06136718458211
15000,-52.20465947050789
balloons,-51.87860283655181
gist,-56.108093466027555
Av,-51.98446089048422
chill,-52.85563062692658
canadianchops,-43.704126851659396
serving,-53.00698009811718
QDX,-30.532391788806795
replying,-54.132728811529965
out,-51.41685325455649
MAVIN,-46.84883377545801
itsbugatti,-50.35121559524557
sallah,-51.19867035269104
1003636853,-43.46430913868125
requirements,-51.096440510945364
Danjuma,-44.163517064846566
Ifb,-35.64650822111595
1kobo,-49.68804603179067
Waiting,-55.969982634698766
shown,-52.66066189784758
niece,-50.75677432159988
lohyce,-44.00678100561039
Way,-54.82705817814199
prove,-53.34644185999415
wtf,-51.175959019722114
bondage,-43.50780919371179
haywhai007,-49.220453392703256
Akpofurewilly,-52.643956079484276
Real,-55.66945435396094
hardly,-51.98215940952113
Ikoyi,-49.89748271438059
bucket,-49.077026693981956
flat,-49.56676834946713
similar,-51.76605699544905
JiggleNg,-30.09576360992474
QuidaxAfrica,-28.177643221822972
paylaterng,-28.751738012122644
Gosh,-54.740907346286946
phemyblark,-51.547608512129216
Vpay,-57.6489496605247
risk,-51.33816482013713
budgets,-44.49722371193897
scatter,-47.303791282482855
Opeyemipatienc5,-51.81595339715063
jackpot,-52.49553541063217
UX,-53.59129016996661
Jah,-52.51368968480979
imole,-51.39987070357707
HappyNewMonth,-51.01820539717712
Hmmmm,-53.77206455649377
staketrade,-37.88720094513254
Oluwaseyi13,-45.90302898511095
1000406491,-42.01941777237565
vault,-38.07622660928151
PulseNigeria247,-47.30014037744062
written,-51.337832096871175
indomie,-51.99391193234238
annum,-54.30987712878117
They’re,-51.8218012980737
crediting,-52.996272269301194
parents,-50.537982382178576
Family,-52.23759811020496
bird,-53.954369166154805
alafararidwan,-48.912117568210505
Amaramercy12,-38.86181246524148
ucheblessed,-29.390526193058278
elmoj,-41.768180217425815
Cathrinaan,-54.10735975932504
trueflutterlovefest,-55.80940362684394
ke,-53.40007822546968
mbachidi3,-46.75317004611372
selected,-55.10300583602426
laundry,-53.500672310495425
biz,-54.0781216946004
black,-52.962976545963855
i’m,-47.55650905990115
lover,-53.93512994396112
sporty,-54.059258009858816
merchant,-52.234712597409185
levels,-48.88354447429287
boltonlekside,-50.04271804953339
Itll,-53.378065103310234
forgive,-51.08837214007767
anniversary,-48.50426504499639
Especially,-48.97994080915026
suspend,-57.01398438100745
VCard,-51.755641749818025
scammers,-56.01948018677911
disable,-52.99648845687864
eating,-54.84795040146495
greetings,-50.96785462186726
Bluetooth,-46.83647639616476
meI,-52.043687486613045
influencers,-53.119908839186174
ad,-54.93166181144918
speaker,-46.85896411231218
range,-55.40151082000202
leads,-53.47272086842139
Dlaureate,-39.54542175039543
Transactions,-51.95608472431828
48hours,-46.394492547165356
advertise,-56.04876904463652
normally,-56.15336640455513
croaker,-49.83511438490492
mypaga,-51.81516039908219
fare,-55.210574504118426
Valentine’s,-56.270911745621234
and,-52.30138523824032
here,-40.94081903661873
seskyee,-36.5093812913847
yeah,-48.246434403603686
glo,-51.49042916528258
Sparkle,-40.83223295607904
island,-56.70478507224934
owing,-51.41457125658945
realadeolu,-51.74644142393952
studio,-54.83641869580979
smartoge,-40.12239467748614
ridiculous,-52.443208514363185
opay,-45.760965036541364
sweetchees,-53.23391174448177
detailed,-54.70062750289884
talked,-52.283970182925025
often,-52.573117105180145
ish,-52.26977515098654
Mobile,-52.66779729325164
lolz,-56.006702868238825
ups,-51.59302024867961
Shall,-50.62493034690875
sucks,-53.658682698767336
Must,-54.91328681676776
coco002,-51.77908690313023
unless,-50.81824403982508
prolificmb,-48.22169437433521
Utility,-57.36522384537761
fucked,-58.03440036179776
badly,-53.50456120853513
rectified,-51.251025375698234
N000,-52.14509422367812
knowing,-50.935935741184515
Mumu,-49.91150256931185
weh,-50.552340808457586
Hoping,-52.64322491794694
Store,-47.538855892167675
became,-54.71092037872577
lil,-52.22709614370468
iamReinard,-45.37514618408062
book,-52.90015132181466
dayorray,-38.25466723486722
Birthdaysng,-47.2335050205979
3weeks,-50.93205953012195
enjoyment,-52.63283412187584
jump,-51.66069277837924
younger,-51.687727626743744
rush,-55.817075915012914
IyawoThickaBody,-53.3957369213953
moonbender01,-51.42530380252695
none,-52.59905456928966
growing,-52.226059189248815
ment,-53.81772668131746
keepiton,-47.34930677543234
expand,-51.637663336510776
approval,-48.380426842301915
unreliable,-56.703746034953106
bt,-53.55226513672309
Toto,-44.50327386163784
equipment,-52.41761199856101
Legalparrot71,-51.40675376881591
Small,-53.13153966574284
answers,-54.12163507051103
rise,-53.85744339979341
Bankiybaby,-49.40948972802015
Airtime,-49.351224978608634
Fintech,-50.295759297530275
gang,-49.258333311065456
emoji,-57.09095579464307
unit,-54.37442596990063
suddenly,-51.62510692515308
near,-56.73814636573117
encountered,-46.86823146168961
unavailable,-48.74916488580942
approve,-51.9778656131707
Followed,-52.07956600828975
persons,-55.14433420946048
crd,-37.63032420082625
OO,-36.021320230270874
Multiply,-41.666315619573844
Dj6een,-51.471408066468726
ie,-49.817079755034584
bsss,-41.178957474933306
Charles,-49.066710871318264
TGIF,-51.00361163597082
include,-46.638145302131804
states,-44.36211797840159
fam,-52.87398619469019
Bvn,-49.81784808700619
N2000,-46.56675080240043
sand,-53.28130951367574
yournotify,-42.114844329645926
Support,-55.27385344539169
duly,-51.22313186362896
officialemagic,-47.779787109597486
Bolanle’s,-53.186001613836474
Vchat,-42.695024736977636
MetaverseMagna,-51.595277962562086
lifted,-48.849528996163436
mekziikana,-48.001636269300704
20022022,-43.67631517679418
Alt,-37.30116764513618
businesses,-55.32256479713622
venue,-47.01805887722594
Samuel,-50.385122036493684
functional,-42.460708703381314
FunsoBusayo,-47.04918249779224
Opay,-52.959868689671445
Used,-51.05441134846311
badboimaleek,-45.68782624802015
fyneswag,-49.791865613150804
nonsoikenwa,-49.72793697836056
100000,-51.88358186629538
Ekitipikin,-47.32188772645323
Ambassador,-47.71552055883414
blows,-52.86445535996869
diz,-47.56348450288532
now”,-42.42845394176627
Everyone,-49.407981212435025
mavin,-52.6035548631921
deleting,-54.72453419839878
Introducing,-50.46749952439802
ChelseaFC,-50.131777615517706
unfair,-48.539003942799226
edetwizzy,-47.59856122961181
Me,-47.36061488644534
EverythinBerkin,-47.75276081687665
Apply,-50.81875926117515
beauty,-42.60911742289798
humble,-51.9043147983801
SaidA79,-50.66409273038242
agreed,-57.63383797046352
Anyanwu,-50.163609984071336
Become,-34.070520723929064
elvisosawe,-48.751141860686964
keywords,-53.0547377244335
hype,-50.71325666858416
ThisIsPrudence,-52.75421936990838
gas,-52.85562675193465
26th,-51.205470838129955
Giveaway,-48.47587320822043
3times,-48.20158672629227
Merry,-47.79282198118593
TheHusseinSanni,-47.2068753260158
PLICE,-46.35528710179596
MAKE,-39.28345250177474
Sanusilawwal,-38.841220461536295
cute,-55.41537632245089
stiks2020,-51.905402797337764
1030cutz,-49.619055288759036
expired,-55.349068010442956
VbankXAyraStarr,-33.56932728720161
utility,-55.21246569479754
awaiting,-57.787412228392185
control,-59.582123691055116
kindness,-57.60621932305716
Unfortunately,-53.143166618216426
neumanmikky,-56.169723605262845
eezzibillions,-50.061449337384566
hurry,-48.922540633760384
17th,-48.974512385280036
freedom,-49.98021244339907
Tap,-43.604510483488056
BIG,-54.751397338996775
360,-43.91734347356542
MisterFib,-47.59509938500606
Nobsdaslushhkid,-54.90461446646194
Feb,-32.25348197351807
letting,-48.273021030623795
Downloaded,-50.308400604945625
universal,-54.400417130629975
bet9ja,-53.98426475908754
SeniormanKelzz,-49.0577170431169
AbiodunCr700,-54.86136971885859
class,-59.004425096308246
kilode,-52.68410705953533
Easter2022,-48.548071620476044
Buh,-55.56125956734963
4digit,-49.734248495325595
1001302796,-49.00951361262895
price,-48.11502009445195
pos,-52.91241462575605
greedy,-55.63591140866939
SMS_notifications,-52.28728502857396
belle,-51.44147664159364
mall,-52.84461592310488
Market,-50.745849008851366
stew,-56.02646755117828
center,-51.98540059360455
stuffs,-55.21600945560007
bot,-59.535230571522916
jackwit92,-44.64000165215156
knowledge,-53.118241244647876
faced,-54.10837369690834
DonBaba,-53.494361065048196
hav,-61.27186833803636
wils3478,-49.69461523512194
higher,-55.39227113984954
AdebiyiOlanira1,-48.79409535386054
bcus,-52.371283694625
score,-47.79720846603733
9ja,-50.49672667110843
VbankTargetSaving,-45.12721490871548
harder,-48.57837190528905
ojeifo,-43.95880757668698
rewards,-53.10612633115337
emotional,-39.61764744253261
tcoL60zonGD3T,-41.78958578918197
allah,-43.81953378521857
FREE,-50.14368794785496
BiyiDayo13,-50.22005203443523
ChuksDeSpaceman,-46.43317061537625
djibrilforel,-56.22996775706414
officialeSBO,-52.16246818155602
Papa,-47.98072484730051
Bambi,-41.932578395042064
EbiyeIfidi,-54.373159464331735
desert,-48.35420746860064
1003844209,-47.51812115175797
1003273133,-41.90754048682429
Lori,-44.97303860523732
pics,-59.21478269068253
Henry,-49.81530124056526
teebarbie,-53.01419750830064
Blessing,-51.91011564916099
kolapo,-42.32347575444992
miles,-46.60601192152724
Chinagorum5,-49.598735193177106
therealmifo,-52.7714508966391
TwitterBan,-40.78035435665394
Wednesday,-50.42150326224542
naked,-52.5162174750438
1000904272,-38.782592204604995
scale,-51.77016097878343
MrAwaji,-47.20226727345606
Rubbish,-46.78939478836881
featuring,-49.9232714854595
youI,-51.79516525147708
Musa,-35.554658649333575
“Invest,-43.952751416561824
tcobprU6LpMKU,-50.449836443605626
Ussd,-53.27238356190163
cross,-53.37532529739217
highway,-48.137366400857836
saves,-54.079508030512265
tuxyt,-40.543001347432025
OlaBode20,-51.903215690119886
primeDavenchi,-47.683809506910386
Bounce,-52.32987070482706
industrial,-51.50135821917821
Dorime,-53.98291447145154
4days,-48.24825418669777
OgoOn80,-50.09364779517142
ajo,-52.09443920834658
flexing,-44.0465785423814
impossible,-54.58942359539323
4months,-49.431389712671596
“request,-42.28409686181638
graphics,-52.43121685153098
BigBannyB2C,-49.194640121706534
MrKlazzi,-52.46888539997259
asunwa,-45.556089937093496
shii,-53.55175034938761
las,-49.18941871462788
